Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
1815627,1820387,n dubi nnjaru <terebi banggumi>=ja nu=ba ata=kaja=je,143,n dubi nnjaru qterebi qbanggumija nuba atakajaje
1845007,1845847,ku ttu=ja,144,ku ttuja
1847757,1849347,ata uma=nki ku ttu=ja,145,ata umanki ku ttuja
1852022,1855602,ta=ba ai aru=kaja=je ta=ba ai aru=kaja=je,146,taba ai arukajaje taba ai arukajaje
1857462,1859292,ta=ba ai aru=kaja=je,147,taba ai arukajaje
1865227,1867217,ta=ba aru=kaja=je<=de=mo ii=jo>,148,taba arukajajeqdemo qiijo
1867762,1870892,ata umi=nki waru ttu=ja ta=ba aru=kaja=je,149,ata uminki waru ttuja taba arukajaje
1880257,1883177,umi=nki waru ttu=ja ta=ba ai aru=kaja=je,150,uminki waru ttuja taba ai arukajaje
1888827,1890717,ata waru ttu=ja<=mo>,151,ata waru ttujaqmo
1893422,1896512,ata waru ttu=ja ta=ba ai aru=kaja=je,152,ata waru ttuja taba ai arukajaje
1929482,1932652,nnu uma=nki wai sutaru ttu=ja,155,nnu umanki wai sutaru ttuja
1934517,1937167,ta=ba ai ata=kaja=je,156,taba ai atakajaje
1941434,1942964,wai sutaru ttu=ja,157,wai sutaru ttuja
1944949,1947139,ta=ba ai ata=kaja=je,158,taba ai atakajaje
1971169,1974049,nnu uma=nki sutaru ttu=ja ta=ba ata=kaja=je,160,nnu umanki sutaru ttuja taba atakajaje
1976049,1978989,nnu uma=nki sutaru ttu=ja ta=ba ata=kaja=je,161,nnu umanki sutaru ttuja taba atakajaje
1982189,1983639,ta=ba ata=kaja=je,162,taba atakajaje
1992924,1994014,sutaru ttu=ja,163,sutaru ttuja
2009099,2011189,unu ttu=bain sutan=do,164,unu ttubain sutando
2026394,2028394,uni atantin nsa=na,165,uni atantin nsana
2029174,2031164,uni atantin nsa=na,166,uni atantin nsana
2033249,2034129,nsa=na,167,nsana
2047109,2048979,tidan tui bun=suja (ma),168,tidan tui bunsuja ma
2053633,2055164,tidan=ti bun=suja<=to>,169,tidanti bunsujaqto
2067483,2069753,<tinki> duttu=ni naisun=suja,171,qtinki duttuni naisunsuja
